,ad_id,ad_url,report_url,text,words,m_label
100,,,,new london s students deserve fair funding hb 5283 would provide 5 7 million more for new london s schools tell governor lamont to support hb 5283 and finally fully fund connecticut s students,london,foreign policy
101,,,,new britain s students deserve fair funding hb 5283 would provide 14 3 million more for new britain s schools tell governor lamont to support hb 5283 and finally fully fund connecticut s students,britain,foreign policy
102,,,,naugatuck s students deserve fair funding hb 5283 would provide 1 8 million more for naugatuck s schools tell governor lamont to support hb 5283 and finally fully fund connecticut s students,no words,no topic
103,,,,middletown s students deserve fair funding hb 5283 would provide 2 5 million more for middletown s schools tell governor lamont to support hb 5283 and finally fully fund connecticut s students,no words,no topic
104,,,,meriden s students deserve fair funding hb 5283 would provide 10 6 million more for meriden s schools tell governor lamont to support hb 5283 and finally fully fund connecticut s students,no words,no topic
105,,,,manchester s students deserve fair funding hb 5283 would provide 7 1 million more for manchester s schools tell governor lamont to support hb 5283 and finally fully fund connecticut s students,no words,no topic
106,,,,hamden s students deserve fair funding hb 5283 would provide 7 million more for hamden s schools tell governor lamont to support hb 5283 and finally fully fund connecticut s students,no words,no topic
107,,,,groton s students deserve fair funding hb 5283 would provide 1 7 million more for groton s schools tell governor lamont to support hb 5283 and finally fully fund connecticut s students,no words,no topic
108,,,,east hartford s students deserve fair funding hb 5283 would provide 8 8 million more for east hartford s schools tell governor lamont to support hb 5283 and finally fully fund connecticut s students,no words,no topic
109,,,,danbury s students deserve fair funding hb 5283 would provide 7 8 million more for danbury s schools tell governor lamont to support hb 5283 and finally fully fund connecticut s students,no words,no topic
110,,,,bristol s students deserve fair funding hb 5283 would provide 4 8 million more for bristol s schools tell governor lamont to support hb 5283 and finally fully fund connecticut s students,no words,no topic
111,,,,bloomfield s students deserve fair funding hb 5283 would provide over 1 9 million more for bloomfield s schools tell governor lamont to support hb 5283 and finally fully fund connecticut s students,no words,no topic
112,,,,ansonia s students deserve fair funding hb 5283 would provide over 1 7 million more for ansonia s schools tell governor lamont to support hb 5283 and finally fully fund connecticut s students,no words,no topic
113,,,,icymi i had the privilege of appearing on fox 94 9 lee elci the voice of freedom check out the video below,no words,no topic
114,,,,celebrate child abuse prevention month by wearing blue in support of growing a better tomorrow for all children together post pictures of you in blue use wearbluect and email them to pcact ctchildrensalliance org to be entered into the connecticut children s alliance monthly contest for wearblue2022 for more information about child abuse prevention month visit the link in our bio,no words,no topic
115,,,,celebrate child abuse prevention month by wearing blue in support of growing a better tomorrow for all children together post pictures of you in blue use wearbluect and email them to pcact ctchildrensalliance org to be entered into the connecticut children s alliance monthly contest for wearblue2022 for more information about child abuse prevention month visit,no words,no topic
116,,,,endorsement alert i ve spent my entire career fighting for the workers of connecticut and i ve been proud to count hilda santiago as an ally in that fight she understands the importance of protecting worker s rights such as a living wage safe workplaces and their right to organize as secretary of the state hilda will protect and strengthen the voting rights of all connecticut residents i know hilda santiago is the best person to serve as secretary of the state i m proud to call hilda a friend and proud to endorse her candidacy former connecticut democratic party chair president of the connecticut afl cio john olsen,"workers,living wage,voting rights","economic,governance"
117,,,,honored to have the endorsement of the middlebury connecticut republican town committee,no words,no topic
118,,,,one of the hartford courant s top 12 must see shows for spring theatre hartbeat ensemble is back hartford courant starts friday april 22 the world premiere of bee trapped inside the window by saviana stanescu directed by vernice p miller featuring mami kimura erin lockett and jennifer dorr white a moving and poetic new drama exploring the effects of female isolation and domestic servitude on the lives of three women in the suburbs of connecticut tickets on sale now,isolation,covid
119,,,,congratulations to steve jacobs who was today nominated by governor ned lamont to be a judge of the connecticut superior court steve is the third lawyer from jacobs jacobs to be nominated to the bench we could not be more proud of steve and this well deserved honor,nominated,governance
120,,,,working with you to help small businesses,small businesses,economic
121,,,,high paying union jobs that help east haven s working families is at the heart of the new hvn,jobs,economic
122,,,,flavored e cigs are packed with nicotine and pose a danger to kids health it s time for connecticut to join their neighboring states in ending the sale of flavored e cigs,health,health
123,,,,passing hb5283 will result in full funding for students throughout connecticut and provides all students with the education they deserve educationjusticenow,education,education
124,,,,connecticut retirees are preparing for the effects of escalating government deficit and it will be a major shockwave washington will be all but forced to double taxes in a few short years ㅤ in this unique one time only opportunity for connecticut residents ㅤ you will experience a hard hitting no fluff guide for seniors who have spent a lifetime saving for retirement revealing what you need to know to protect those savings ㅤㅤ ㅤ how ira withdrawals could drain away up to a third of your social security benefits ㅤ ㅤ why your ira has been called the biggest tax trap of your life ㅤ who is most at risk of losing their iras to needless taxation ㅤ in this one time only live online presentation you will discover ㅤ ㅤ how to move your retirement funds from forever taxed to never taxed ㅤ ㅤ how to avoid stealth taxes that can quickly wipe out your savings ㅤ ㅤ how rising tax rates may force you to reduce your retirement lifestyle ㅤ ㅤ how to legally use the latest tax laws now before the big hike ㅤ retirement savings now make up a substantial portion of a person s net worth but govt taxes have not been levied in this one time only presentation you will discover how to avoid the 3 biggest risks to your retirement savings ㅤ join us at this important free online presentation ㅤ ㅤㅤㅤ tuesday april 26th 2022 06 30 pm et ㅤ ㅤㅤㅤ online presentation join from your couch ㅤㅤ register now for this live online presentation free ㅤ ㅤ ㅤ if you are retired or you were planning to retire soon this webinar is critical for you ㅤ at this webinar you will discover ㅤ ㅤ planning options for elimination of taxes on your ira ㅤ ㅤ investment strategies to insulate you from rising taxes ㅤ ㅤ roth conversion strategies everyone can use ㅤ ㅤ changing rules for required minimum distributions ㅤ ㅤ register now ㅤ ㅤㅤ ㅤㅤ limited seats available ㅤ tomorrow belongs to those who plan for it today ancient proverb,"deficit,taxes,taxed,tax laws,savings,taxation,social security,tax","economic,social programs"
125,,,,big news for seniors who live in connecticut as of april 1st 2022 connecticut has approved a state regulated burial program that is now available to every senior regardless of most pre existing conditions do not pay for life insurance until you know how this works if you were born prior to 1975 we can help you qualify for this affordable state regulated burial program that is designed to cover the entire cost of your final expenses up to 25 000 why leave your family with this unnecessary financial burden when we have helped thousands of local seniors qualify for this important state regulated burial program so don t wait click the learn more tab below to find out just how simple it is to qualify with our help,"pre existing conditions,pre existing",social programs
126,,,,connecticut is already split yankees vs red sox patriots vs giants our day to day lives are not a sporting event our economy our safety and our children s education is real life and we need to take it seriously time for common sense not politics,"education,economy","economic,education"
127,,,,a two page condensed expose of the exceptional christian history of western civilization and the united states of america by apenniesworth 8 min read many martyrs gave their lives in the 14 and 1500s wrestling the bible from the hands of concentrated power kings priests and aristocracy held absolute rule over the common person we were just serfs and peasants there was no autonomy the right to choose how one would live their own life or what they would think and believe the common person was destitute poor and enslaved in serfdom with an average life expectancy of 40 years in 1384 the morning star of the reformation john wycliffe wrote in the prologue to his translation of the bible the bible is for the government of the people by the people and for the people a very famous phrase adopted by lincoln at the gettysburg address the public gaining access to the bible ended much illiteracy because everybody wanted to read the word of god for themselves in 1440 johann gutenberg a devout christian revolutionized printing with the movable type printing press and delivered the first printed book the bible to the common person fueling the reformation of the 1500s in the early modern era 1600s they found the bible to be rational logical and natural therefore they reasoned if god s word is rational and logical his creation must be rational and logical and we can come to rational and logical conclusions about the world we live in baconian principle these concepts fostered the birth of science and the end of much superstition religious or otherwise this ideal facilitated many great christians at the foundations of our western tradition john locke the father of classic liberalism individual rights property rights free markets religious tolerance self determination and personal responsibility sir isaac newton the father of physics and author of philosophiæ naturalis principia mathematica still thought to be one of the greatest works of all time newton s methods are still in use today and of interesting note he wrote more books on theology than math sir francis bacon the father of the scientific method sir robert boyle the father of modern chemistry the reverend thomas reid the father of the intellectual movement called scottish common sense realism influential for 200 years plus in the west the reverend john witherspoon disseminated realism into american thought he was the president at princeton university signer of the declaration of independence and teacher of many of the founders of our nation including james madison the father of the constitution madison s bible is loaded with personal notes all these fountainheads included hundreds not mentioned in this short article quoted the bible and defended the faith the pilgrims in 1620 a congregation of separatist seeking freedom of religion ventured to the new world they tried communal living and their governor william bradford wisely gave up on the idea before they all starved to death and instituted private ownership their pastor william brewster also produced the mayflower compact one of the first attempts at self governance and democracy in our country the reverend thomas hooker who some historians called the father of american democracy put forth unprecedented democratic principles that inspired ideas of individual rights such as due process of law trial by a jury of peers no taxation without representation and prohibitions against cruel and unusual punishment he was instrumental in the creation of the first constitution the fundamental orders of connecticut in 1639 it later became a model for all other constitutions in the colonies including the united states constitution the reverend john wise also said to be the father of american democracy by some historians of the past wrote a vindication of the government of new england churches in 1717 and many pamphlets in the early 1700s before and during the struggle for independence his material was reprinted and circulated thomas jefferson included many of the rev wise s concepts in the declaration of independence the rev wise demonstrated from the bible that god created all men equal and every man must be acknowledged by the state as equal to every man the end of all good government is to promote the happiness of all and the good of every man in all his rights his life liberty estate honor etc the consent of the governed is the only legitimate basis for government taxation without representation is tyranny many of these are part of what was called natural law self evident truths and natural and unalienable rights the first great awakening a christian grass roots movement of the mid 1700s solidified the idea of freedom of conscience they reasoned that the government or even the church could not stand before god for you so a person s moral and religious decisions were personal and the government should stay out of it the idea of a individual being responsible toward god is at the foundation of our concept of individual rights the prevailing belief that there would be a day of reckoning also stifled much corruption in our religious self regulating culture they added the fact that jesus let people accept or reject his message and never persecuted anyone that disagreed with him to bolster their argument for tolerance and disestablishmentarianism jesus s teachings were thought to be perfect natural law especially the sermon on the mount even by non believers and deists throughout history immanuel kant for instance an influential philosopher during the revolutionary period the black robed regiment preachers preached fiery sermons rebellion to tyrants is obedience to god and no king but king jesus the shot for freedom heard around the world was said to be fired in lexington massachusetts where the towns militia from the local church and their deacon the famous captain parker fought the second great awakening another christian grass roots movement of the 1790s placed greater emphasis on man s ability to change their situation for the better in the belly of humanity contemplating equality liberty and freedom the worldwide practice of institutionalized slavery was questioned for the first time in history by government in 1777 the state of vermont became the first sovereign state to abolish slavery all the northern states abolished slavery with in 20 years of our constitution and fought and won a war that ended it nationwide with in 80 years remarkable compared to the history of the world out of this christian movement came the benevolent empire in which women also became highly active in the cause of social reform and were considered a partner rather than subservient to men the reverend charles finney president of oberlin college and influential in this movement was one of the first to give degrees to minorities and women in the early 1800s and worked in the underground railroad to free the slaves a famous european historian and philosopher from this period alexis de tocqueville wrote not until i went into the churches of america and heard her pulpits flame with righteousness did i understand the secret of her genius and power the schoolbooks in america were full of bible truths from the new england primer to mcguffey s readers to webster s blue back speller for 300 years the bestselling law books were also full of biblical references such as blackstone s commentaries on english law and locke s two treatises on the law prayer and the ten commandments were in our schools until the 1980s and the bible itself was read in schools until the 1960s after the civil war the social gospel movement was born they believed christians should work for the betterment of humankind you will recognize many names of organizations still around from this period like the salvation army and the ymca the birthplace of the christian sports basketball and volleyball they were heavily involved in the progressive movement fought for child labor laws unions and women s rights and were still active into the civil rights era of the 1960s on both sides of the political aisle the supreme court in a unanimous decision declared that the historical record demonstrated that the united states is a christian nation a christian people holy trinity v united states 1892 if the founders were not christian then why did all the states require a profession of christianity to hold office some even until 1961 not that i agree with religious tests post modern academics believe they can reshape our repressed primitive animal natures and create a socialist utopia through the power of education and a coolie cutter equity they would free us from slavery to the industrial state to enslave us all to an inefficient bureaucracy and big government elitist getting rich on our tax dollars and telling us all what to think believe and how to live cultural marxist believe that they can control thought through controlling language thus political correctness was born and they believe history shapes culture so our heritage must be defamed post modern neo marxist phds hate the bible because it promotes many western norms and morals that are directly opposed to the current intellectual oligarchy s post modern existentialism neo marxist critical theory dialectical materialism and legal positivism ever since the self regulating effects of the bible and god have been pushed from the public forum every bad statistic imaginable has gotten extremely worse from record stds to 800 increases in incarcerations drug abuse overdoses divorce to suicides just to name a few but they still push their godless agenda forward no matter the consequences historically just compare the restraint of the christian lockean american revolution to the bloody secular rousseauian french revolution of the same era which the intellectuals idolize that ended in despotism murder starvation and death as all the many socialist experiments have these differing philosophies have clashed throughout history you could even say the two world wars and the cold war were fought over these differing concepts of government we now fight this battle of ideas from with in our ideological enemy has gained enough strength to openly challenge our freedoms and is just as cunning as it ever has been if not more read the best seller of all time and year after year the life changing bible endorsed by millions through out history when too much partying enslaved me to drugs alcohol and any selfish urge the bible s truths broke the chains of bondage and led me to true freedom start your journey in the gospel of john and the book of romans to get started they will give you an idea what the bible is all about the love of god and the redemption of humanity 1st corinthians 15 1 4 condenses the whole message faith in this message will open the door to true freedom which is god s spirit of love in your heart for a troubled soul read romans chapter 8 multiple times a day my website a surprise,"churches,right to choose,tax,constitution,college,black,alcohol,cold war,teachings,drugs,due process,christians,suicides,overdoses,sermons,states constitution,supreme court,western civilization,education,two world,big government,taxation,gospel,ten commandments,commandments,unalienable rights","economic,education,foreign policy,governance,health,safety,social and cultural"
128,,,,conncan is leading a movement to improve education outcomes for connecticut s kids we bring advocates policymakers parents and educators together to give all kids access to the great public schools they deserve,"education,public schools",education
129,,,,what does educationjusticenow mean to you and your community ramon garcia believes a greater focus on learning can be achieved with programs that address behavioral issues so kids can reach their full academic potential house bill 5283 would invest millions in additional funding to connecticut public schools through a student centered approach send an email to legislators with a few clicks,"student,public schools",education
130,,,,i ve fought to restore connecticut s finances while cutting taxes and investing in schools health care and public safety,"taxes,health care,public safety,health","economic,health,safety"
131,,,,i m fighting for connecticut families by suspending the gas tax providing much needed relief for everyone at the pump,tax,economic
132,,,,i ve fought to balance our state s budget while investing in schools health care and public safety,"health care,public safety,health","health,safety"
133,,,,community based nonprofits help families and individuals as we emerge from the pandemic but we can t address ct s issues without funding tell lawmakers to support a 153 million increase in funding to support vital programs click below to receive a pre loaded message you can edit and send to your legislators with important information about the alliance s legislative priorities take action now,"community based,pandemic","covid,social and cultural"
134,,,,our fair housing month event this year will discuss the negative stigmas and racist stereotypes of residents of affordable housing our goal is to continue to reduce barriers to affordable housing development and preservation and promote integration in our communities meet our wonderful panel on monday april 25th 2022 from 4 00pm to 6 00pm we will be joined by lisa belkin the author of show me a hero a tale of murder suicide race and redemption as well as dione dwyer president of resident council pt partners anika singh lemar clinical professor at yale law school and maribel betances resident leader pt partners we hope to see you there please register here to receive webinar link learn more about the event on our website,"suicide,racist,school,affordable housing","education,health,safety,social and cultural,social programs"
135,,,,get to know paul crisci and find out why he is committed to being the voice of common sense for district 12 in the connecticut state senate,no words,no topic
136,,,,as a successful business owner and consultant paul crisci will bring his knowledge and experience to the capitol,business owner,economic
137,,,,paul crisci is committed to resolving important issues when they arise not when it s convenient,no words,no topic
138,,,,paul crisci a name you ll soon be hearing a lot why because paul crisci is determined to become the new voice of district 12 and with your support you can help bring common sense to the capitol,no words,no topic
139,,,,just because connecticut is an at will employment state does not mean that every employee s termination is lawful under connecticut law termination is unlawful if it was due to discrimination retaliation public policy violations or breach of contract,"employee,discrimination","economic,social and cultural"
140,,,,the massive state employee union agreement awaiting approval by connecticut s general assembly will cost far more than estimates suggest,employee,economic
141,,,,lower taxes are on the way connecticut have you heard the gas tax is now suspended you ll pay 25 cents less a gallon thanks to legislation from governor lamont and the legislature sign up now to learn what else is in store,"taxes,tax",economic
142,,,,in this podcast episode powered by green valley tree llc he grew up living and working in groton connecticut and became a techentrepreneur we talk with robert boris for state representative to find out why he now wants to get involved with localpolitics and represent the 41st district and we take a look at other stories making the headlines from around the region sponsored by ct by the numbers media reporting journalism election2022 aundré bumgardner for groton democrats republicans office of governor ned lamont,no words,no topic
143,,,,marisabel huarca eguizabal supports house bill 5283 which would send 5 75 million in additional funding to new london public schools as a parent advocate marisabel knows this bill can provide students across connecticut with individualized support more nutritious meals greater cultural representation among educators and resources that expedite learning recovery email your state legislators now with just a few clicks what does education funding mean to you join marisabel and take action to support house bill 5283 and the future of our students review the legislation students teachers parents education publicschools educationjusticenow,"london,education,public schools,teachers","education,foreign policy"
144,,,,connecticut you ll be paying less to fill up your vehicle governor lamont has suspended the gas tax starting in april sign up now to learn more about the governor s efforts to bring relief to middle class families across connecticut,"middle class,tax",economic
145,,,,steve jensen has the latest on a shooting involving the connecticut state police that went unmentioned in the police report and press release on the incident,police,safety
146,,,,banning plastic trays could cost connecticut schools up to 2 7 million in added costs don t leave our schools on the hook act now,no words,no topic
147,,,,a ban on plastic food packaging could hurt connecticut small businesses many ct restaurants rely on plastic food packaging and lawmakers want to ban them speak up for your local businesses today,small businesses,economic
148,,,,female athletes aren t just losing their races they re losing their chances to compete at all why is this happening,no words,no topic
149,,,,selina soule was one of the top five female high school sprinters in connecticut until competing against biological boys changed the game now women aren t just losing their races they re losing their chances to compete at all why is this happening and what should we do about it,school,education
150,,,,ct democrats are advancing an anti jobs agenda in connecticut this bill will hurt small businesses deplete the state s unemployment trust fund that s been tapped during the pandemic and further stunt connecticut s slow growth economy if we want to grow jobs ct must stop pushing more burdens onto the state s job creators and creating barriers to opportunity for our families there is a better way www betterwayct com,"economy,small businesses,pandemic,grow jobs,jobs,job creators","covid,economic"
151,,,,covid 19 vaccines and especially boosters are a safe way to reduce your risk of serious illness hospitalization and death as covid 19 cases begin to rise in connecticut protect yourself by getting vaccinated questions about covid 19 vaccines kindly let us know in the comments and we are happy to respond to you directly or in a future post,"covid 19,covid,vaccinated,vaccines","covid,social programs"
152,,,,take action wild animals don t belong in circuses or other traveling shows where they are typically subjected to neglect abusive training and prolonged confinement please send a message to your state legislators urging them to support hb 5293 with no amendments to prohibit the use of certain animals in circuses and traveling shows in connecticut,no words,no topic
153,,,,two major developments have come out of the recent changes to connecticut s fmla laws this video explains how they both benefit connecticut employees going forward,no words,no topic
154,,,,connecticut legislators are proposing an overreaching nicotine limit and ban on flavored vapor products tell them to vote no today,no words,no topic
155,,,,this proposed nicotine limit and ban on flavored vapor products tells adults what they can and can t do and discriminates against adult tobacco consumers,consumers,economic
156,,,,tell your legislator to stop discriminating against tobacco consumers and vote no on sb 367,"discriminating,consumers,legislator","economic,governance,social and cultural"
157,,,,tell your legislator that they should vote no on sb 367 which would ban the sale of vapor products that are flavored or exceed more than 35 mg ml nicotine content let them know that you make the informed decision to use legal products and don t want your choices stripped away,legislator,governance
158,,,,submit a claim online,no words,no topic
159,,,,if you re running a small business and looking for helpful information regarding ct paid leave benefits have no fear we ve created a webpage just for you learn more about how ct paid leave may impact your business and learn more about what to do when an employee applies for leave visit the small business webpage,"employee,small business",economic
160,,,,senator dick blumenthal recently attended a meeting of the communist party right here in connecticut that s right your sitting senator in congress attended a communist party awards dinner are you as mad as i am of course you are join me in taking down dick blumenthal this november,no words,no topic
161,,,,are non compete agreements enforceable in connecticut currently under connecticut law a non compete is only enforceable against a former employee if it is reasonable however the connecticut general assembly is currently considering a new law h b 5249 to considerably limit the use of non competes,employee,economic
162,,,,say no to sb 13 a dangerous bill that could reduce access to breakthrough medical treatments for patients in connecticut,no words,no topic
163,,,,we are very pleased to announce that roger senserrich will be appearing as a columnist twice monthly on ct examiner s opinion page a political scientist by trade roger senserrich has worked on issues relating to education housing healthcare land use housing and social justice he also wants connecticut trains and the public transportation system in general to run on time a resident of east haven he currently works as communications director at the ct working families party,"healthcare,transportation,education","economic,education,health"
164,,,,alongside some of our friends from united action and husky 4 immigrants circ continue to fight to expand husky coverage for all children regardless of immigration status our executive director robert fishman attended the rally for husky for immigrants today outside of the state capitol to show our support and advocate for the passing of sb 284 which would expand husky to children aged 8 18,"immigration,immigrants",immigration
165,,,,send a message to your legislator and help put a stop to a dangerous bill that could reduce access to breakthrough medicines for patients in connecticut,legislator,governance
166,,,,cerca de 60 escuelas en connecticut formaron parte de voice4change donde los estudiantes compartieron ideas sobre cómo hacer que sus escuelas sean mejores los estudiantes se han expresado y las propuestas ganadoras han sido anunciadas encuentra tu escuela y lee más sobre estos cambios positivos visitando,no words,no topic
167,,,,nearly 60 schools in connecticut took part in voice4change where students shared ideas to make their schools even better students have spoken and the winning proposals have been announced find your school and read more about the positive changes to come by visiting,school,education
168,,,,ct isn t filling thousands of state public health jobs which hurts the care we provide to black and brown communities,"jobs,health,black","economic,health,social and cultural"
169,,,,tell your legislators to choose cleaner air better health and lower costs by setting new emissions standards for diesel trucks and buses,"emissions,health","environment,health"
170,,,,by switching diesel trucks and buses to electric in connecticut we can reduce vehicle emissions by more than 50,emissions,environment
171,,,,blackouts pollution reliable on foreign energy sources click to tell your legislators you support 100 zero carbon energy generation,"foreign,energy sources,carbon","environment,foreign policy"
172,,,,shortcut to energy independence 100 zero carbon energy generation it s 100 possible in connecticut you can make help it happen,"energy independence,carbon",environment
173,,,,it s our honor to invite you to our fair housing month event join us on monday april 25th from 4pm to 6pm for show me a hero a virtual viewing and panel discussion where we will be showing episode 5 of show me a hero followed by a panel discussion that seeks to explore answers to the question how does nimby ism and the negative perception of people in public housing contribute to barriers we are seeing in fair housing we will be joined by lisa belkin the author of show me a hero a tale of murder suicide race and redemption the book that inspired the series get more details on the event and register with the link below keep your eye on our page for more details on our other panel participants,"suicide,contribute","donation,health,safety"
174,,,,fun fact natural gas powers more than 175 000 vehicles in the united states and roughly 23 million vehicles worldwide that includes our fleet we re happy to help reduce our carbon footprint in each of the connecticut neighborhoods we serve,"carbon,natural gas",environment
175,,,,we are thrilled to cosponsor this conversation with alliance for early success next week on thursday 4 14 at 3pm et find out how communities in ct recently organized the groundbreaking morningwithoutchildcare and what you can do in your own region moderated by elliot haspel and featuring folks from ct early childhood alliance hope child development center ct association for the education of young children and csea seiu local 2001,education,education
176,,,,chien a ct home care worker risked his life to care for others throughout the pandemic because he has no health insurance he can t get care himself,"pandemic,health insurance,health","covid,health,social programs"
177,,,,if your every day powers include empathy and patience join our team of united heroes at united way of connecticut s care 4 kids program help children benefit from high quality care across the state of connecticut and change lives with us now hiring a client services representative full time role with hybrid schedules available a great way to grow your career,no words,no topic
178,,,,it s time to reshape healthcare and ensure people s right to quality end of life options sb 88 authorizing medical aid in dying in ct has been referred to the judiciary committee which is deciding on monday april 11 if it will take up this bill take action today and become an advocate for expanded choices that put patients first and value the quality of life in treatment plans for terminal illness reach out to your legislator asap to ensure that sb 88 has the support it needs to move forward paid for by compassion choices action network,"healthcare,legislator,judiciary","governance,health"
179,,,,terminally ill patients in connecticut do not have time to wait we have the opportunity to bring the full range of compassionate end of life care options to terminally ill connecticut residents email your lawmakers and let them know you re counting on them to support legislation in favor of medical aid in dying without delay paid for by compassion choices action network,of life care,social programs
180,,,,it s time to reshape healthcare and ensure people s right to quality end of life options take action today and become an advocate for expanded choices that put patients first and value the quality of life in treatment plans for terminal illness email your lawmakers and let them know you re counting on them to support legislation in favor of medical aid in dying without delay paid for by compassion choices action network,healthcare,health
181,,,,on behalf of the southington republican town committee i am pleased to announce the endorsement of bob stefanowski republican candidate for governor learn more about bob s platform of public safety affordability accountability stronger connecticut cities the environment transportation parents teachers and students job creators and job growth veterans www bobforgovernor com connecticut needs bob in hartford stephen c kalkowski chairman southington republican town committee,"job growth,transportation,environment,affordability,public safety,job creators,teachers","economic,education,environment,safety,social programs"
182,,,,sales tax free week starts sunday clothing and footwear costing less than 100 will not be subject to sales tax from sunday april 10 saturday april 16 last month when the general assembly passed legislation to suspend the state s 25 gas tax we also added a second sales tax free week this spring the gas tax suspension and sales tax free week are a positive start to tax relief but we need further permanent relief for families being crushed by inflation do you think we need further tax relief add your voice salestax salestaxfreeweek taxfreeweek cttaxes affordablect betterwayct,"inflation,tax free,tax",economic
183,,,,schools are brainwashing children with critical race theory,no words,no topic
184,,,,reproductive rights are under attack we need you to speak out for abortion in ct tell your legislator to vote for bills this expand access to abortion care and protect patients,"reproductive rights,legislator,abortion","governance,health,social and cultural"
185,,,,whats the hold up on congressional districts senator dr bob onder judge mike carter discuss,no words,no topic
186,,,,saturday april 9 at 7pm at charter oak cultural center consonare choral community presents stars are for all who look up a choral concert featuring voices of concinnity unitus ensemble and celestial projections this concert will capture your sense of awe and wonder with beautiful celestial choral music underneath the stars tickets gazing upon the night sky can inspire us to write prose compose songs or find spiritual connection did you know that not everyone has access to viewing the night sky this celestial choral concert will use music and accompanying celestial projections in the wonderful indoor performance space at the charter oak cultural center in hartford as a way to explore the equity of access to the night sky this special collaborative in person performance will feature voices of concinnity and special guest unitus ensemble celestial projections will accompany reflective and thought provoking choral music about the night sky performed by these two accomplished vocal ensembles including works by erik esenvalds laura mvula saunder choi fanny hensel marques l a garrett and more,no words,no topic
187,,,,i m fighting to give working families 336 million in much needed tax relief and create more economic growth and opportunity here in connecticut,"economic,tax",economic
188,,,,i ve worked hard to get connecticut s finances in order while cutting taxes and investing in schools health care and public safety,"taxes,health care,public safety,health","economic,health,safety"
189,,,,i m proud of the work we ve done to vaccinate our veterans and keep them safe,no words,no topic
190,,,,here in connecticut we re keeping our state safe healthy and working by keeping schools and businesses open,no words,no topic
191,,,,it s critical that we support our veterans and i m dedicated to continuing to fight to keep them safe,no words,no topic
192,,,,since day one of the pandemic i ve fought to keep connecticut safe and healthy and keep our schools and businesses open,pandemic,covid
193,,,,i am so proud that connecticut has one of the highest vaccination rates in the country our state is safe healthy and working,no words,no topic
194,,,,i m proud to have signed this minimum wage increase into law so that we can create more economic growth and opportunities for working families,"wage increase,economic",economic
195,,,,with this minimum wage increase we re helping connecticut s hardworking families get a much needed raise,wage increase,economic
196,,,,here in connecticut we ve kept our state safe healthy and working by keeping schools and businesses open,no words,no topic
197,,,,connecticut is cutting state jobs that support black and brown families and starving the same communities of vital services,"jobs,black","economic,social and cultural"
198,,,,april 22 through may 8 at hartbeatensemble presents the world premiere of bee trapped inside the window by saviana stanescu directed by vernice p miller featuring mami kimura erin lockett and jennifer dorr white bee trapped inside the window explores domestic servitude s effect on the lives of three women of different backgrounds and ethnicities in the leafy suburbs of connecticut may is an asian american in house domestic worker for a wealthy family with kids sasha is a russian american corporate executive with a drinking problem and mia is sasha s black daughter who is exploring and gradually understanding her own biracial identity tickets information,black,social and cultural
199,,,,the citizens of connecticut have a right to know what s happening in their government we need to hold our elected officials accountable and that only happens with full transparency sign below if you agree,no words,no topic
200,,,,connecticut residents deserve to feel safe in their communities and law enforcement needs a governor who supports them ned lamont is failing on both fronts sign below if you agree,no words,no topic
201,,,,please join bob stefanowski for a meet and greet on monday april 11 at the elicit brewing co 165 adams st manchester ct fill out the form below to rsvp if you have any questions please contact ilya 203 815 6343 or ilya bobforgovernor com,no words,no topic
202,,,,founded in 2005 conncan is a nonprofit advocacy organization we are leading a movement to improve education outcomes for connecticut s kids we bring policymakers parents and educators together to give all kids access to great public schools,"education,public schools",education
203,,,,something fantastic happened last weekend we did it connecticut republican partyconnecticut republican assembly ctra,no words,no topic
204,,,,committed to being the voice of common sense for district 12 in the connecticut state senate paul crisci is ready to lead the charge to a better future for everyone,no words,no topic
205,,,,following our calls for relief at the gas pump today connecticut is suspending its excise tax on gasoline saving residents 25 cents per gallon this tax suspension is a start a thankful start but by no means an end to the relief our families need the work does not stop here we must continue working together to make connecticut more affordable across the board from making tax cuts like this permanent to reducing health care costs to cutting other taxes connecticut families need further relief inflation gasprices cttaxes taxrelief ctinflation taxcut gastax connecticut affordablect betterwayct,"inflation,taxes,care costs,health care,health,tax","economic,health"
206,,,,contact your legislators governor lamont to urge them to support increasing funding for community nonprofits contacting your local legislators builds relationships and increases the likelihood of success click below to receive a pre loaded message you can edit and send to your legislators with important information about the alliance s legislative priorities take action now,no words,no topic
